YearMonth,monthly_return,picks,cumulative_return,model_name,evaluation_name
2021-12-31,-0.07079150097332897,21,-0.07079150097332898,Random Forest,walk_forward
2022-01-31,-0.03669059992764577,21,-0.10488471826048484,Random Forest,walk_forward
2022-02-28,0.03620816789607004,21,-0.07247423385292251,Random Forest,walk_forward
2022-03-31,-0.11193902840822505,21,-0.17630056693902085,Random Forest,walk_forward
2022-04-30,0.02034740455204881,21,-0.15954042134523583,Random Forest,walk_forward
2022-05-31,-0.08406989783781212,21,-0.2301977722595525,Random Forest,walk_forward
2022-06-30,0.06686871006929851,21,-0.17872209028207653,Random Forest,walk_forward
2022-07-31,-0.025393514003187616,21,-0.19957722238300724,Random Forest,walk_forward
2022-08-31,-0.10060275243754202,21,-0.2801019569249793,Random Forest,walk_forward
2022-09-30,0.06516177714170161,21,-0.23319212107737763,Random Forest,walk_forward
2022-10-31,0.050565665576650896,21,-0.19441797031023533,Random Forest,walk_forward
2022-11-30,-0.032017911672300746,21,-0.220211024581635,Random Forest,walk_forward
2022-12-31,0.09127257682510587,21,-0.1490376754153916,Random Forest,walk_forward
2023-01-31,-0.026532963263210238,21,-0.17161622751197092,Random Forest,walk_forward
2023-02-28,0.06852777674299006,21,-0.1148489292933953,Random Forest,walk_forward
2023-03-31,0.004072586485440167,21,-0.11124407500526279,Random Forest,walk_forward
2023-04-30,0.08184826888553262,21,-0.038500941082683204,Random Forest,walk_forward
2023-05-31,0.06330978776320526,21,0.02237136027189357,Random Forest,walk_forward
2023-06-30,0.03975295158667739,21,0.06301363946038774,Random Forest,walk_forward
2023-07-31,-0.029864568609233415,21,0.03126719569217218,Random Forest,walk_forward
2023-08-31,-0.03703433217833515,21,-0.006925096197711866,Random Forest,walk_forward
2023-09-30,-0.01627849085009462,21,-0.023090856932715953,Random Forest,walk_forward
2023-10-31,0.08473369352169076,21,0.05968626299448476,Random Forest,walk_forward
2023-11-30,0.07832602747836759,21,0.14268727834823958,Random Forest,walk_forward
